id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,kfold
4017,28,student,married,tertiary,no,327,yes,no,cellular,15,may,104,3,-1,0,unknown,0,0
16509,29,services,single,secondary,no,153,no,no,cellular,15,jul,734,2,-1,0,unknown,0,0
15382,43,management,married,tertiary,no,0,yes,no,cellular,5,feb,280,2,-1,0,unknown,0,0
7710,58,entrepreneur,married,primary,no,52499,no,no,unknown,6,jun,198,2,-1,0,unknown,0,0
13340,37,entrepreneur,single,tertiary,no,-274,yes,yes,unknown,27,may,237,2,-1,0,unknown,0,0
9624,36,blue-collar,divorced,secondary,no,2278,yes,no,unknown,23,may,152,2,-1,0,unknown,0,0
2396,40,housemaid,divorced,secondary,no,1194,yes,no,cellular,12,may,517,1,173,2,failure,0,0
21108,47,blue-collar,married,primary,no,-287,yes,no,cellular,13,may,201,1,348,3,failure,0,0
21492,51,services,married,unknown,no,6,yes,no,cellular,7,may,282,1,-1,0,unknown,0,0
12691,30,technician,married,tertiary,no,1307,no,no,cellular,18,dec,248,6,-1,0,unknown,0,0
23016,46,technician,married,secondary,no,1590,yes,no,cellular,15,jul,59,2,-1,0,unknown,0,0
3071,34,services,single,secondary,no,418,yes,no,cellular,22,jul,247,1,-1,0,unknown,0,0
18722,58,retired,married,secondary,no,53,no,no,cellular,31,jul,102,2,-1,0,unknown,0,0
6182,50,admin.,married,secondary,no,2678,no,no,telephone,30,jul,1011,6,-1,0,unknown,1,0
17205,52,management,married,tertiary,no,1134,yes,no,cellular,18,aug,151,4,-1,0,unknown,0,0
3282,29,blue-collar,married,secondary,no,47,yes,yes,cellular,15,may,245,1,-1,0,unknown,0,0
15948,31,technician,married,secondary,no,477,no,no,cellular,30,apr,146,1,-1,0,unknown,0,0
6266,32,management,single,tertiary,no,0,no,no,cellular,22,aug,148,2,-1,0,unknown,0,0
14835,36,technician,married,secondary,no,-179,yes,no,cellular,17,jul,144,1,-1,0,unknown,0,0
24816,27,management,single,tertiary,no,170,no,no,cellular,29,jan,76,2,-1,0,unknown,0,0
25731,47,blue-collar,married,secondary,no,33,no,no,telephone,17,nov,27,1,-1,0,unknown,0,0
3059,51,blue-collar,married,secondary,no,285,yes,yes,cellular,27,aug,27,8,-1,0,unknown,0,0
2068,27,admin.,single,secondary,no,1123,no,no,cellular,17,aug,75,1,-1,0,unknown,0,0
25807,37,entrepreneur,married,secondary,no,5064,yes,no,unknown,20,may,79,1,-1,0,unknown,0,0
18331,34,admin.,divorced,secondary,no,151,yes,no,cellular,12,may,131,1,361,1,other,0,0
3439,51,management,divorced,tertiary,no,93,yes,yes,cellular,6,may,221,1,-1,0,unknown,0,0
13784,32,management,single,tertiary,no,15561,yes,no,cellular,28,jul,151,3,-1,0,unknown,0,0
20430,32,unknown,single,secondary,no,-274,no,yes,unknown,27,may,108,3,-1,0,unknown,0,0
23030,28,services,married,secondary,no,6,yes,no,unknown,8,may,667,1,-1,0,unknown,0,0
8335,45,self-employed,divorced,tertiary,no,963,yes,no,cellular,12,may,528,5,-1,0,unknown,1,0
8807,19,student,single,secondary,no,394,no,no,cellular,5,apr,327,3,-1,0,unknown,1,0
15120,27,services,married,secondary,no,94,yes,no,unknown,15,may,352,2,-1,0,unknown,0,0
5729,41,technician,married,secondary,no,442,yes,yes,cellular,17,apr,261,3,322,1,other,0,0
9798,31,management,single,tertiary,no,2085,yes,no,cellular,20,aug,147,4,-1,0,unknown,0,0
22784,59,management,single,tertiary,no,7668,no,no,cellular,5,aug,124,1,-1,0,unknown,0,0
19945,36,blue-collar,married,secondary,no,373,yes,no,unknown,13,may,94,1,-1,0,unknown,0,0
7278,23,entrepreneur,married,tertiary,no,489,no,yes,cellular,18,aug,235,4,-1,0,unknown,0,0
21046,37,unknown,married,unknown,no,1699,no,no,unknown,9,jun,63,1,-1,0,unknown,0,0
22270,27,technician,married,secondary,no,58,yes,no,unknown,28,may,82,1,-1,0,unknown,0,0
23367,32,blue-collar,single,secondary,no,-578,no,no,unknown,9,may,115,1,-1,0,unknown,0,0
4596,32,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,other,1,0
19708,55,entrepreneur,divorced,tertiary,no,372,yes,no,cellular,19,nov,225,5,-1,0,unknown,0,0
7459,37,housemaid,married,secondary,no,12939,yes,yes,cellular,16,jul,39,9,-1,0,unknown,0,0
4754,28,blue-collar,married,primary,no,0,yes,no,cellular,16,jul,129,2,-1,0,unknown,0,0
26003,34,technician,married,tertiary,no,477,no,no,telephone,29,jul,128,11,-1,0,unknown,0,0
10707,45,management,married,tertiary,no,1033,yes,no,cellular,7,may,177,1,357,1,failure,0,0
6791,49,technician,married,secondary,no,308,no,no,cellular,27,jul,266,5,-1,0,unknown,0,0
7016,85,retired,married,primary,no,12114,no,no,telephone,12,feb,165,2,-1,0,unknown,1,0
5280,33,management,married,tertiary,no,2213,no,no,cellular,18,feb,240,1,385,9,failure,0,0
9541,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,20,may,1205,1,-1,0,unknown,1,0
17498,30,management,single,tertiary,no,812,no,no,cellular,12,aug,91,4,-1,0,unknown,0,0
12334,31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,1,0
7018,29,admin.,married,tertiary,no,238,no,no,cellular,11,aug,97,1,78,3,success,0,0
12132,31,admin.,married,secondary,no,5,no,no,unknown,16,may,102,1,-1,0,unknown,0,0
25702,38,entrepreneur,married,primary,no,21,yes,no,cellular,25,jul,65,4,-1,0,unknown,0,0
25618,45,blue-collar,married,secondary,no,78,yes,no,cellular,13,may,408,1,-1,0,unknown,0,0
390,30,admin.,married,secondary,no,-44,yes,no,cellular,17,jul,97,1,-1,0,unknown,0,0
20022,30,management,married,tertiary,no,802,yes,no,cellular,13,aug,105,1,-1,0,unknown,0,0
6787,57,technician,married,secondary,no,272,no,yes,telephone,22,jul,563,1,-1,0,unknown,0,0
20510,27,blue-collar,married,secondary,no,245,yes,no,cellular,5,feb,7,7,255,11,failure,0,0
24208,31,services,married,secondary,no,-68,yes,no,unknown,26,may,293,4,-1,0,unknown,0,0
10112,33,services,married,tertiary,no,597,no,no,cellular,4,feb,134,1,-1,0,unknown,0,0
13872,32,unemployed,married,tertiary,no,7,yes,no,cellular,30,jul,29,3,-1,0,unknown,0,0
11877,49,technician,married,secondary,no,905,no,no,cellular,12,aug,90,1,68,1,success,0,0
7435,40,technician,married,secondary,no,286,no,no,cellular,30,jul,106,4,-1,0,unknown,0,0
5365,34,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown,0,0
23848,58,services,married,secondary,no,1905,no,no,cellular,27,aug,202,5,-1,0,unknown,0,0
19812,32,entrepreneur,divorced,secondary,no,1121,yes,yes,cellular,16,apr,211,3,-1,0,unknown,0,0
7455,27,services,single,tertiary,yes,-152,yes,yes,cellular,15,may,14,4,-1,0,unknown,0,0
47,51,technician,divorced,secondary,no,107,no,no,unknown,19,jun,593,1,-1,0,unknown,0,0
9003,33,blue-collar,married,secondary,no,640,yes,no,cellular,3,feb,439,3,-1,0,unknown,0,0
15738,32,entrepreneur,married,secondary,no,-25,yes,no,cellular,7,may,243,2,-1,0,unknown,0,0
16806,45,blue-collar,divorced,primary,no,-69,yes,no,cellular,13,may,118,2,-1,0,unknown,0,0
26306,79,retired,married,primary,no,3025,no,no,telephone,11,mar,184,1,90,6,success,0,0
26055,41,admin.,single,secondary,no,734,yes,no,unknown,3,jun,332,3,-1,0,unknown,0,0
2286,60,retired,divorced,tertiary,no,-79,yes,no,unknown,2,jun,49,1,-1,0,unknown,0,0
13809,33,technician,single,secondary,no,2481,no,no,cellular,12,aug,104,2,-1,0,unknown,0,0
6577,41,management,married,tertiary,no,393,yes,no,unknown,8,may,110,2,-1,0,unknown,0,0
16615,29,technician,single,secondary,no,544,yes,no,unknown,13,may,360,1,-1,0,unknown,0,0
21292,36,entrepreneur,married,secondary,no,546,no,no,cellular,9,feb,297,3,-1,0,unknown,0,0
7131,48,blue-collar,single,secondary,no,339,no,yes,telephone,14,jul,123,4,-1,0,unknown,0,0
25945,33,technician,single,secondary,no,555,no,yes,cellular,4,jul,425,2,-1,0,unknown,0,0
2520,60,admin.,married,secondary,no,3043,no,no,cellular,19,aug,235,3,-1,0,unknown,0,0
23241,33,self-employed,married,tertiary,no,263,no,no,cellular,4,may,119,2,-1,0,unknown,0,0
12458,39,entrepreneur,married,primary,no,3373,yes,no,cellular,19,nov,419,5,-1,0,unknown,0,0
4621,36,management,married,tertiary,no,203,no,no,cellular,29,oct,139,1,-1,0,unknown,1,0
26706,33,self-employed,single,primary,no,4443,no,no,telephone,23,jul,25,6,-1,0,unknown,0,0
21982,42,blue-collar,married,unknown,no,1260,yes,no,unknown,14,may,79,3,-1,0,unknown,0,0
2524,35,blue-collar,married,unknown,no,-400,yes,yes,unknown,3,jul,85,1,-1,0,unknown,0,0
18007,39,management,single,tertiary,no,5073,yes,no,cellular,12,may,1182,1,286,4,failure,1,0
17927,39,housemaid,married,primary,no,-106,yes,yes,cellular,11,may,1114,2,-1,0,unknown,0,0
9780,37,admin.,married,secondary,no,-557,yes,yes,cellular,15,may,284,15,-1,0,unknown,0,0
25410,42,management,single,tertiary,no,4264,yes,no,unknown,28,may,882,1,-1,0,unknown,0,0
5398,34,unemployed,married,secondary,no,-16,yes,no,cellular,15,may,212,3,364,2,other,0,0
4443,37,technician,married,secondary,no,0,yes,no,cellular,16,apr,657,4,149,1,other,0,0
23631,52,management,married,tertiary,no,1319,yes,no,cellular,17,nov,113,1,-1,0,unknown,0,0
21560,41,blue-collar,married,primary,no,2770,yes,yes,unknown,5,jun,191,2,-1,0,unknown,0,0
9427,54,blue-collar,married,secondary,no,5372,yes,no,telephone,3,feb,221,2,-1,0,unknown,0,0
20602,44,services,single,secondary,no,0,yes,no,unknown,14,may,179,1,-1,0,unknown,0,0
10848,36,management,married,tertiary,no,2183,yes,no,cellular,26,apr,116,2,-1,0,unknown,0,0
19432,48,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,unknown,0,0
14483,66,management,married,tertiary,no,2169,no,no,cellular,7,jul,282,1,-1,0,unknown,0,0
17576,40,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure,0,0
8668,41,housemaid,married,primary,no,1332,no,no,telephone,2,feb,122,3,-1,0,unknown,0,0
10689,32,technician,single,secondary,no,28,yes,no,cellular,17,apr,598,1,150,1,failure,0,0
8075,49,blue-collar,married,primary,no,6429,no,no,cellular,19,nov,108,1,-1,0,unknown,0,0
3504,26,admin.,single,primary,no,-122,yes,no,unknown,23,jun,670,3,-1,0,unknown,1,0
16707,34,management,married,tertiary,no,402,no,no,cellular,26,may,147,1,-1,0,unknown,0,0
19099,57,retired,married,primary,no,65,yes,no,telephone,23,jul,588,1,-1,0,unknown,0,0
19623,42,blue-collar,divorced,secondary,no,1037,no,no,unknown,5,jun,271,1,-1,0,unknown,0,0
26056,25,services,single,secondary,no,199,no,no,cellular,16,nov,173,1,92,5,failure,0,0
24527,55,retired,married,tertiary,no,357,yes,no,cellular,30,apr,878,1,-1,0,unknown,0,0
18876,45,technician,married,primary,no,-63,yes,no,cellular,20,apr,847,5,-1,0,unknown,0,0
13906,41,management,single,secondary,no,5548,yes,no,cellular,12,may,128,2,-1,0,unknown,0,0
25318,47,services,married,primary,no,206,no,no,cellular,11,aug,71,3,-1,0,unknown,0,0
25097,48,self-employed,married,secondary,no,91,no,no,cellular,21,aug,136,8,-1,0,unknown,0,0
13312,28,unemployed,single,secondary,no,559,yes,no,unknown,4,jun,236,1,-1,0,unknown,0,0
18922,51,blue-collar,married,primary,no,1016,yes,no,cellular,20,apr,78,1,-1,0,unknown,0,0
5804,54,technician,married,secondary,no,1331,yes,no,telephone,25,jul,657,2,-1,0,unknown,0,0
6714,52,self-employed,married,secondary,no,-163,yes,no,cellular,20,aug,138,2,-1,0,unknown,0,0
21314,42,management,married,tertiary,no,0,yes,no,cellular,9,jul,98,1,-1,0,unknown,0,0
19315,59,admin.,married,tertiary,no,349,no,no,cellular,12,aug,124,4,-1,0,unknown,0,0
3134,43,self-employed,married,tertiary,no,488,no,no,cellular,20,aug,190,12,-1,0,unknown,0,0
6471,55,management,married,secondary,no,8592,no,no,unknown,9,jun,255,1,-1,0,unknown,0,0
2360,32,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,-1,0,unknown,0,0
1365,53,blue-collar,married,primary,no,-1455,yes,no,unknown,23,may,169,2,-1,0,unknown,0,0
9811,26,unemployed,married,tertiary,no,454,yes,yes,unknown,23,may,28,18,-1,0,unknown,0,0
15523,42,technician,married,tertiary,no,1619,no,no,cellular,4,aug,148,1,-1,0,unknown,0,0
8716,19,student,single,primary,no,245,no,no,telephone,10,nov,98,2,110,2,other,0,0
1808,31,self-employed,single,secondary,no,762,no,no,cellular,11,aug,312,3,-1,0,unknown,0,0
26127,27,blue-collar,single,secondary,no,100,yes,no,cellular,11,may,177,4,367,1,failure,0,0
19360,27,blue-collar,divorced,secondary,no,0,yes,no,telephone,13,may,363,1,359,3,failure,0,0
11971,54,technician,divorced,secondary,no,83,yes,no,unknown,6,may,190,3,-1,0,unknown,0,0
18437,49,housemaid,married,tertiary,no,443,no,no,cellular,8,aug,27,6,-1,0,unknown,0,0
13712,58,unemployed,single,primary,no,278,no,no,unknown,16,jun,1009,5,-1,0,unknown,0,0
21598,32,technician,single,unknown,no,491,no,no,cellular,8,oct,251,2,91,7,success,1,0
18600,30,management,single,tertiary,no,2,yes,yes,cellular,13,may,305,8,-1,0,unknown,0,0
11029,33,management,married,tertiary,no,1399,no,no,cellular,12,aug,436,4,-1,0,unknown,0,0
26644,50,admin.,married,secondary,no,5361,no,no,cellular,18,feb,276,3,195,1,failure,0,0
2253,33,management,single,tertiary,no,239,no,no,unknown,12,may,65,5,-1,0,unknown,0,0
23526,36,management,single,tertiary,no,-74,yes,yes,cellular,8,jul,476,2,-1,0,unknown,0,0
8159,27,services,single,secondary,no,-74,yes,no,cellular,15,may,151,1,345,1,failure,0,0
19509,33,admin.,single,secondary,no,1834,yes,no,cellular,21,nov,11,2,-1,0,unknown,0,0
4110,48,services,single,secondary,no,561,yes,no,cellular,12,may,214,1,358,2,other,0,0
16418,31,self-employed,married,tertiary,no,227,yes,yes,cellular,30,jan,154,6,263,3,failure,0,0
4411,23,admin.,married,secondary,no,349,yes,no,cellular,18,may,108,1,-1,0,unknown,0,0
3302,40,blue-collar,married,primary,no,-388,yes,no,cellular,4,may,195,3,340,1,failure,0,0
5201,35,technician,divorced,secondary,no,303,yes,yes,unknown,26,may,454,3,-1,0,unknown,0,0
8952,59,admin.,married,unknown,no,0,no,no,unknown,11,jun,242,2,-1,0,unknown,0,0
10307,50,admin.,single,secondary,no,692,yes,no,unknown,30,may,136,8,-1,0,unknown,0,0
17035,34,unemployed,single,secondary,no,1586,no,no,cellular,5,feb,355,2,-1,0,unknown,0,0
26610,55,blue-collar,divorced,secondary,no,-284,no,yes,cellular,29,jan,170,1,-1,0,unknown,0,0
25874,39,blue-collar,married,primary,no,-186,no,yes,unknown,18,jun,320,3,-1,0,unknown,0,0
3721,52,management,married,unknown,no,414,yes,no,cellular,8,jul,424,1,-1,0,unknown,0,0
26595,51,management,married,tertiary,yes,0,no,yes,cellular,29,jul,204,6,-1,0,unknown,0,0
26037,29,student,single,unknown,no,795,no,no,cellular,7,aug,173,2,-1,0,unknown,0,0
15404,78,retired,married,tertiary,no,226,no,no,telephone,6,nov,136,1,-1,0,unknown,0,0
15904,43,blue-collar,married,primary,no,0,no,no,unknown,12,jun,30,1,-1,0,unknown,0,0
15350,38,blue-collar,married,primary,no,506,yes,yes,unknown,12,jun,122,1,-1,0,unknown,0,0
1789,63,retired,married,secondary,no,708,no,no,cellular,17,nov,168,2,-1,0,unknown,0,0
13546,30,blue-collar,married,secondary,no,2289,yes,yes,cellular,20,nov,133,1,-1,0,unknown,0,0
2269,36,technician,married,secondary,no,154,yes,no,cellular,18,nov,231,1,96,2,other,0,0
18149,58,entrepreneur,married,secondary,no,318,yes,no,cellular,17,nov,430,1,-1,0,unknown,0,0
11709,44,management,single,secondary,no,13,no,no,unknown,6,jun,116,11,-1,0,unknown,0,0
24986,40,blue-collar,married,secondary,no,11084,no,no,unknown,11,jun,113,1,-1,0,unknown,0,0
9125,77,retired,married,tertiary,no,7802,no,no,telephone,4,may,421,1,92,2,success,1,0
25736,47,technician,married,secondary,no,65,no,no,cellular,28,aug,118,8,-1,0,unknown,0,0
22169,52,management,divorced,tertiary,no,1988,yes,no,cellular,6,may,88,1,299,1,failure,0,0
22153,36,management,divorced,tertiary,no,276,yes,no,cellular,22,aug,131,2,-1,0,unknown,0,0
6041,40,blue-collar,married,primary,no,12,yes,no,unknown,5,jun,54,26,-1,0,unknown,0,0
8730,46,management,divorced,tertiary,no,675,no,yes,unknown,12,jun,190,2,-1,0,unknown,0,0
9679,31,admin.,married,secondary,no,3540,yes,no,cellular,21,nov,441,1,-1,0,unknown,0,0
19272,51,blue-collar,married,primary,no,5131,yes,no,cellular,9,apr,348,1,329,2,failure,0,0
17412,44,unemployed,married,primary,no,97,yes,no,unknown,5,jun,105,3,-1,0,unknown,0,0
24400,30,technician,single,tertiary,no,655,no,no,cellular,6,oct,384,2,-1,0,unknown,1,0
395,40,admin.,married,secondary,no,824,yes,no,cellular,17,apr,359,1,-1,0,unknown,0,0
4412,56,management,married,secondary,no,1560,yes,no,cellular,9,jul,89,1,-1,0,unknown,0,0
26547,55,admin.,married,secondary,no,1662,no,no,cellular,4,jun,94,2,-1,0,unknown,1,0
9087,51,housemaid,divorced,secondary,no,-76,yes,no,cellular,18,nov,91,1,-1,0,unknown,0,0
9639,56,services,married,secondary,no,83,no,no,cellular,27,aug,26,11,-1,0,unknown,0,0
14546,30,blue-collar,single,primary,no,464,yes,no,cellular,13,apr,686,1,-1,0,unknown,0,0
22039,45,management,married,tertiary,no,0,no,yes,cellular,15,jul,112,4,-1,0,unknown,0,0
2871,48,entrepreneur,divorced,tertiary,no,275,no,yes,unknown,5,jun,34,1,-1,0,unknown,0,0
15068,34,management,married,tertiary,no,577,yes,no,cellular,18,nov,80,1,-1,0,unknown,0,0
15032,28,self-employed,married,secondary,no,-228,yes,yes,cellular,7,jul,164,3,-1,0,unknown,0,0
19000,38,student,single,unknown,no,444,no,no,cellular,8,mar,157,3,206,6,success,0,0
24973,31,blue-collar,married,secondary,no,3659,no,no,unknown,2,jun,180,1,-1,0,unknown,0,0
19792,33,technician,married,secondary,no,83,no,no,cellular,7,aug,165,2,-1,0,unknown,0,0
13690,53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure,1,0
10089,42,services,married,secondary,no,2219,yes,no,cellular,31,jul,548,2,-1,0,unknown,0,0
13266,56,blue-collar,married,primary,no,547,no,no,unknown,9,jun,84,1,-1,0,unknown,0,0
5265,32,services,single,secondary,no,5806,yes,no,cellular,20,nov,1503,2,-1,0,unknown,1,0
17810,29,blue-collar,married,primary,no,608,yes,no,unknown,9,may,184,2,-1,0,unknown,0,0
23245,36,services,divorced,secondary,no,-290,yes,yes,unknown,7,may,128,1,-1,0,unknown,0,0
26167,63,retired,married,secondary,no,588,no,no,cellular,19,oct,143,2,-1,0,unknown,0,0
15238,25,management,single,tertiary,no,1317,no,no,cellular,26,may,176,1,-1,0,unknown,1,0
23993,37,management,married,tertiary,no,0,no,no,cellular,25,aug,112,4,-1,0,unknown,0,0
1016,44,services,divorced,secondary,no,240,yes,no,unknown,8,may,155,2,-1,0,unknown,0,0
10454,44,technician,married,secondary,no,135,yes,no,cellular,8,may,262,3,-1,0,unknown,0,0
7078,31,technician,married,secondary,no,222,yes,no,unknown,29,may,251,4,-1,0,unknown,0,0
11947,42,unemployed,married,primary,no,75,yes,no,cellular,4,feb,120,1,-1,0,unknown,0,0
22338,36,technician,married,tertiary,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,0,0
25737,25,unemployed,married,tertiary,no,118,no,yes,telephone,10,jul,45,1,-1,0,unknown,0,0
7649,34,housemaid,divorced,secondary,no,-28,yes,no,cellular,6,feb,514,2,-1,0,unknown,0,0
13537,25,technician,single,secondary,no,1105,yes,no,cellular,17,apr,608,1,-1,0,unknown,0,0
4767,28,management,single,tertiary,no,1840,no,no,cellular,28,dec,1472,1,143,10,other,0,0
5523,40,admin.,married,secondary,no,1597,yes,no,unknown,30,may,633,1,-1,0,unknown,0,0
14372,58,blue-collar,married,primary,no,309,no,no,cellular,19,aug,156,2,-1,0,unknown,0,0
11566,56,services,married,secondary,no,1121,yes,no,unknown,15,may,176,2,-1,0,unknown,0,0
528,41,entrepreneur,married,primary,no,406,no,no,unknown,6,jun,272,1,-1,0,unknown,0,0
19385,47,blue-collar,married,primary,no,1452,yes,yes,cellular,4,aug,166,2,-1,0,unknown,0,0
23313,53,self-employed,married,tertiary,no,1672,no,no,cellular,28,jan,176,1,189,1,failure,0,0
18869,43,management,married,tertiary,no,228,no,no,cellular,28,aug,47,18,-1,0,unknown,0,0
8653,43,technician,divorced,tertiary,no,1088,no,no,cellular,20,aug,341,3,-1,0,unknown,0,0
13762,28,management,married,tertiary,no,3694,no,yes,cellular,8,jul,70,2,-1,0,unknown,0,0
288,32,technician,single,secondary,no,284,no,no,cellular,29,aug,161,2,-1,0,unknown,0,0
12964,28,blue-collar,single,secondary,no,1065,yes,yes,cellular,17,apr,406,1,317,1,failure,0,0
5537,31,technician,single,secondary,no,138,no,no,cellular,26,may,91,1,285,2,other,1,0
5786,35,management,single,tertiary,no,1618,yes,yes,cellular,7,may,542,1,-1,0,unknown,1,0
827,59,management,married,tertiary,no,5397,no,no,cellular,23,sep,244,1,92,3,success,1,0
12584,56,technician,married,secondary,no,778,no,no,cellular,9,jul,659,1,-1,0,unknown,0,0
25963,49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,unknown,1,0
5344,34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,may,182,1,90,8,failure,0,0
8206,37,technician,single,secondary,no,984,no,no,unknown,17,jun,475,1,-1,0,unknown,0,0
1247,53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,-1,0,unknown,1,0
1088,57,entrepreneur,married,tertiary,no,7699,no,yes,cellular,16,jul,178,1,-1,0,unknown,0,0
11109,46,blue-collar,single,primary,no,96,yes,no,cellular,19,nov,217,1,-1,0,unknown,0,0
6289,56,services,divorced,secondary,no,935,no,no,cellular,26,feb,112,1,227,2,failure,0,0
14256,26,entrepreneur,married,tertiary,no,38,yes,no,cellular,12,may,119,1,294,5,failure,0,0
6251,31,blue-collar,single,primary,no,342,yes,no,cellular,18,may,284,2,-1,0,unknown,0,0
7583,61,retired,married,secondary,no,3114,no,no,cellular,13,nov,381,1,-1,0,unknown,1,0
16195,32,admin.,single,secondary,no,781,no,no,cellular,20,nov,305,1,-1,0,unknown,0,0
2827,42,technician,single,tertiary,no,166,no,no,cellular,12,aug,226,4,-1,0,unknown,0,0
5714,47,management,married,tertiary,no,4693,no,yes,cellular,12,nov,89,1,97,3,success,1,0
18923,45,blue-collar,married,secondary,no,4855,yes,no,cellular,9,jul,285,1,-1,0,unknown,0,0
935,47,management,single,tertiary,no,0,no,no,unknown,11,jun,58,3,-1,0,unknown,0,0
27091,32,management,married,tertiary,no,0,no,no,cellular,19,nov,66,1,-1,0,unknown,0,0
1281,44,entrepreneur,married,secondary,yes,-848,yes,no,unknown,19,may,468,1,-1,0,unknown,0,0
13432,32,unemployed,single,primary,no,911,no,yes,cellular,20,nov,42,7,-1,0,unknown,0,0
8947,53,services,married,primary,no,8918,yes,no,telephone,23,jul,173,2,-1,0,unknown,0,0
9882,40,admin.,married,secondary,no,3138,no,no,cellular,12,aug,238,1,-1,0,unknown,0,0
18789,49,management,divorced,tertiary,no,557,yes,no,unknown,20,jun,126,5,-1,0,unknown,0,0
15090,47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,failure,0,0
26918,42,unknown,married,unknown,no,222,no,no,cellular,26,aug,80,16,-1,0,unknown,0,0
23533,51,management,married,secondary,no,563,yes,no,cellular,20,apr,23,6,-1,0,unknown,0,0
13329,57,self-employed,married,primary,no,-34,yes,yes,cellular,11,may,108,6,371,2,failure,0,0
19295,57,technician,married,tertiary,no,-40,no,yes,cellular,7,jul,88,1,-1,0,unknown,0,0
3182,45,management,married,tertiary,no,103,yes,no,unknown,7,may,35,4,-1,0,unknown,0,0
2513,40,admin.,married,secondary,no,0,yes,yes,unknown,29,may,49,3,-1,0,unknown,0,0
14176,44,services,married,secondary,no,-254,no,no,unknown,20,jun,25,1,-1,0,unknown,0,0
24265,48,blue-collar,married,secondary,no,794,no,no,cellular,11,aug,135,6,-1,0,unknown,0,0
13900,46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239,2,259,2,failure,0,0
22126,42,admin.,divorced,secondary,no,687,yes,yes,unknown,23,may,229,1,-1,0,unknown,0,0
17340,38,technician,single,secondary,no,260,no,no,cellular,20,aug,53,2,-1,0,unknown,0,0
1222,37,blue-collar,single,tertiary,no,1222,no,no,unknown,27,may,212,2,-1,0,unknown,0,0
8302,49,management,married,tertiary,no,1,yes,no,cellular,4,may,7,4,-1,0,unknown,0,0
21938,41,blue-collar,married,unknown,no,402,yes,no,cellular,4,feb,604,1,204,2,failure,0,0
2501,30,services,single,secondary,no,62,yes,no,cellular,21,nov,76,1,-1,0,unknown,0,0
20286,31,technician,divorced,tertiary,no,2287,yes,no,unknown,21,may,97,1,-1,0,unknown,0,0
10002,35,admin.,single,secondary,no,321,no,no,cellular,21,jul,143,1,412,3,other,1,0
8846,60,retired,divorced,secondary,no,306,yes,no,cellular,18,may,76,3,-1,0,unknown,0,0
22907,44,technician,divorced,secondary,no,0,no,no,cellular,12,aug,56,2,-1,0,unknown,0,0
25496,31,self-employed,single,secondary,no,532,yes,no,unknown,16,may,90,7,-1,0,unknown,0,0
18468,30,technician,married,secondary,no,671,no,no,cellular,11,aug,96,2,-1,0,unknown,0,0
5137,32,management,married,tertiary,no,4307,yes,no,unknown,28,may,91,3,-1,0,unknown,0,0
9634,47,management,single,tertiary,no,585,yes,no,cellular,2,feb,100,1,-1,0,unknown,0,0
4529,36,admin.,married,secondary,no,498,yes,no,cellular,29,jan,151,1,253,1,failure,0,0
56,45,management,divorced,tertiary,no,2813,yes,no,cellular,13,may,43,1,-1,0,unknown,0,0
9669,43,services,divorced,secondary,no,0,no,no,cellular,31,jul,106,4,-1,0,unknown,0,0
18296,44,management,married,tertiary,yes,53,yes,no,cellular,20,nov,233,4,-1,0,unknown,0,0
1327,39,technician,married,secondary,no,-735,yes,no,cellular,30,jan,144,5,248,2,failure,0,0
22106,36,self-employed,married,tertiary,no,506,no,no,cellular,3,nov,217,1,70,2,failure,1,0
15085,42,technician,married,secondary,no,3472,yes,no,unknown,2,jun,61,2,-1,0,unknown,0,0
887,25,technician,divorced,tertiary,no,2317,yes,no,cellular,7,may,273,4,-1,0,unknown,0,0
11750,40,technician,single,tertiary,no,47,yes,no,cellular,5,may,159,1,365,1,failure,0,0
24218,30,admin.,married,secondary,no,1589,yes,no,cellular,18,nov,51,4,-1,0,unknown,0,0
1259,47,technician,married,secondary,no,3519,no,yes,cellular,28,dec,193,1,220,1,failure,0,0
1993,52,admin.,divorced,secondary,no,48,no,yes,cellular,17,nov,591,1,-1,0,unknown,0,0
15384,31,admin.,single,secondary,no,690,no,no,cellular,4,may,10,4,87,12,failure,0,0
24799,43,blue-collar,married,secondary,no,1109,yes,no,cellular,2,feb,115,3,264,2,failure,0,0
